Transaction ID;Products;Date;Categories;Codes
T176;BUBUK MURNI 0.25 KG, GARAM HALUS SEGI TIGA G 200 GR, GG SURYA 12  1 PRES, GIV 80 GR ROSE & ALMOND, GULA KELAPA BLITAR 0.25 KG, GULA PUTIH LOKAL, KACANG TANAH LOKAL, LPG 3 KG, MINYAK CURAH BIMOLI, ROYCO SAPI 10 GR 1 RTG, SKM KREMER 500 GR, TELUR RAS A, TERIGU BIASA;2023-08-07;MAKANAN, MAKANAN, ROKOK, SABUN, MAKANAN, MAKANAN, MAKANAN, BAHAN BAKAR, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN;456465, 123453, 110129, 888622, 696946, 859384, 047902, 546531, 986998, 046651, 002936, 783492, 985324
T177;BUBBLE MATA, CHO-CHO JOY 20 GR, CLEVO UHT 125 ML COKLAT, DJI SAM SOE PREMIUM 12, INDOMILK UHT 125 ML VANILA, OREO 123 GR SAND COKLAT;2023-08-07;MAKANAN, MAKANAN, MAKANAN, ROKOK, MAKANAN, MAKANAN;280229, 954093, 717004, 028999, 000215, 221028
T178;MARINA COMPACT 12G IVORY, MARINA H&B UV 100 ML HEALTHY & GLOW, PANTENE SHP 5 ML HAIR FALL 1 PAK, PEPSODENT 75 GR ACTION 123 ORIGINAL, ROTI SISIR BUNGA MAWAR PUTIH, SHINZUI 80 GR KENSHO, SOFTEX DAUN SIRIH WING 29 CM 16+2;2023-08-07;KOSMETIK, KOSMETIK, SHAMPO, PASTA GIGI, MAKANAN, SABUN, PEMBALUT WANITA;8041104, 082701, 563871, 030179, 044501, 521836, 089163
T179;BAWANG PUTIH 1 ONS, BUBUK MURNI, GG SURYA 12, GRENDEL BIRU 12, MAMA LEMON 230 ML REF JERUK NIPIS, MIE SEDAP AYAM BAWANG, MIE SEDAP GORENG, MIE SEDAP SOTO, MIE SUKSES ISI 2 GORENG AYAM KECAP, PIATTOS BBQ 18 GR, SOKLIN SOFT 245 GR SAKURA, TIC TAC 90 GR MIX, VIGO SOSIS RASA SAPI 1 PACK;2023-08-08;MAKANAN, MAKANAN, ROKOK, ROKOK, SABUN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, SABUN, MAKANAN, MAKANAN;896564, 456465, 110129, 129891, 6107068, 200318, 200301, 200325, 201667, 005252, 612180, 603433, 211822
T180;BERAS ROSSY PINK 25KG, GULA PUTIH LOKAL, KACANG TANAH LOKAL, KRESEK SINAR KECIL HITAM, MINYAK CURAH BIMOLI;2023-08-08;MAKANAN, MAKANAN, MAKANAN, PLASTIK & MIKA, MAKANAN;033021, 859384, 047902, 656921, 986998
T181;ANEKA CAMILAN CAP IKAN NILA, KACANG HIJAU KUPAS, KUE BASAH, MIE SEDAP AYAM BAKAR LIMAU, MYLANTA 10 TABLET, TAJIMAS KING;2023-08-09;MAKANAN, MAKANAN, MAKANAN, MAKANAN, OBAT, ROKOK;043513, 042712, WING, 203227, 051219, KING
T182;CHUPA CHUPS LOLY STRAWBERRY, FRENCH FRIES 24 GR, YAKULT, YUPI BURGER MAX;2023-08-09;MAKANAN, MAKANAN, MAKANAN, MAKANAN;024059, 281481, YY, 907040
T183;KING BOY  KIKO, MY JELLY 70 GR ISI 5, NABATI RICHOO 39GR, RICHEESE AHH TRIPLE CHEESE;2023-08-09;MAKANAN, MAKANAN, MAKANAN, MAKANAN;3000, 016627, 535885, 532297
T184;ASEPSO 80 GR, DEE DEE SIKAT GIGI ANAK TYNEX, PRENAGEN MOMMY 200 GR COKLAT;2023-08-10;SABUN, PERLENGKAPAN BAYI, MAKANAN;890040, 424922, 220019
T185;"ANDALAN FIL;TER 12 1 PRES, GG SURYA 12  1 PRES, MEXTRIL 10 LBR, MINYAK SUPER 10 KG";2023-08-10;ROKOK, ROKOK, OBAT, MAKANAN;340239, 110129, 330019, 986998
T186;KING BOY  KIKO, KUE BASAH, LE MINERALE 600 ML;2023-08-11;MAKANAN, MAKANAN, MAKANAN, MAKANAN;3000, WING, WING 4, 600269
T187;AGAR KIJANG MAS HIJAU 5 GR, CHO-CHO CHOCOLATE MILK BAR 20 GR, GULA KELAPA BLITAR 10 KG, GULA PUTIH LOKAL 10 KG, MY JELLY 210 GR ISI 15;2023-08-11;MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN;123478, 955298, 696946, 859384, 016634
T188;BAGUS KAPUR AJAIB 0.6 ST, SAMPOERNA MILD 16, SHINZUI 80 GR KIREI;2023-08-11;PERLENGKAPAN KAMAR MANDI, ROKOK, SABUN;033431, 096004, 512285
T189;BUBBLE MATA, CIMORY UHT YD 125 ML SUSU CHOCOLATE, MY JELLY 70 GR ISI 5;2023-08-12;MAKANAN, MAKANAN, MAKANAN;280229, 666263, 016627
T190;BERAS INI BERASKU 10 KG, DETTOL 100 GR INVIGORATE, DETTOL 100 GR MOISTURE ALOE, KUE BASAH, LIFEBUOY SHP 70 ML ANTI-DANDRUFF, MAMA LEMON 230 ML REF JERUK NIPIS, SNACK MAHKOTA, YAKULT 1 PRES;2023-08-12;MAKANAN, SABUN, SABUN, MAKANAN, SHAMPO, SABUN, MAKANAN, MAKANAN;328456, 024642, 025465, WING 4, 033200, 6107068, 012114, YY
T191;CENGKEH CAP 555, EKONOMI 350K ANTI NODA, GULA PUTIH LOKAL, HARMONY 70 GR GRAPE, PAPER PAGUPON, SGM 1+ EKSPLOR 150 GR MADU, SWEETY PANT L 2;2023-08-13;ROKOK, SABUN, MAKANAN, SABUN, ROKOK, MAKANAN, DIAPERS;CENGKEH, 612982, 859384, 200862, 666431, 920981, 953280
T192;EKONOMI POWER LIQUID 105 +27 ML, MIE OVEN 71 GR MI GORENG BAWANG, MINYAK KITA 1 LTR BOTOL, TEPUNG CRISPY DUA JEMPOL 150G;2023-08-14;SABUN, MAKANAN, MAKANAN, MAKANAN;611701, 526156, 230325, GULA
T193;AQUA 600 ML 6 BTL, BUBUK SATU SATU 250 GR 10 BKS, EVER C500, ICHI OCHA 350 ML TEH MELATI, INDOMILK SKM 40 G SCT PUTIH 1 RTG, INDOMILKNUHT 125 ML  STRAWBERRY 10, MENTOS MINT MINI 29 GR 1 PACK, MIE OVEN 71 GR MI GORENG BAWANG, NUTRISARI 14 GR JERUK PERAS 1 RTG, SARIMI ISI 2 AYAM KECAP 10 PCS, SEDAP GORENG 10 PCS, SOFELL SCT 8 GR 1 PAK, TOP COFFE GULA AREN 225 GR 1 RTG;2023-08-14;MAKANAN, MAKANAN, OBAT, MAKANAN, MAKANAN, MAKANAN, DIAPERS, MAKANAN, MAKANAN, MAKANAN, MAKANAN, OBAT NYAMUK KECOA SEMUT, MAKANAN;101053, 001800, 102712, 821086, 001557, 000253, 022543, 526156, 010711, 6048704, 200301, 011013, 202626
T194;CAMP CONCERTO MIDI STRAWBERY CHUNK, IMPLORA LIP MATTE CREAM 05 ALLURE, KAPAS SARIAYU 50 GR, NIVEA DEO 50 ML RO INVISIBLE, OVALE WHITENING 100 ML;2023-08-16;MAKANAN, KOSMETIK, TISSU & KAPAS, KOSMETIK, KOSMETIK;972379, 0005009, 990041, 7004552, 001277
T195;DJ CHIEF 12, HIT MAT 18+6S GREEN TEA, SOFTEX DAUN SIRIH 29 CM, SOFTEX DAUN SIRIH 36 CM 2P;2023-08-17;ROKOK, OBAT NYAMUK KECOA SEMUT, PEMBALUT WANITA, PEMBALUT WANITA;101541, 999980, 974131, 974513
T196;BUBUK MURNI 0.25 KG, GG SURYA 12  1 PRES, SAMPOERNA AGA 10+2 1 PRES, TAJIMAS KING 1 PRES;2023-08-18;MAKANAN, ROKOK, ROKOK, ROKOK;456465, 110129, 000988, KING
T197;INDOMILK 370 GR SKM COKLAT, INDOMILK 370 GR SKM PUTIH, KANTONG TGG, QEEYA JUMBO COKLAT, ROMA SARI GANDUM 240 GR, TAWAR KUPAS MAWAR;2023-08-18;MAKANAN, MAKANAN, PLASTIK & MIKA, MAKANAN, MAKANAN, MAKANAN;000063, 000018, 304048, 044707, 302347, 040511
T198;ENBATIC 3 GR, GULA PUTIH LOKAL, TAJIMAS KING 5 PACK;2023-08-19;OBAT, MAKANAN, ROKOK;000116, 859384, KING
T199;GULA PUTIH LOKAL, KACANG TANAH LOKAL, PETIS RAJAWALI 1 KG;2023-08-19;MAKANAN, MAKANAN, MAKANAN;859384, 047902, 119977
T200;AGAR KIJANG MAS HIJAU 5 GR, BALA BALA KANTONG 0.5 KG, BIHUN JAGUNG PADAMU 380 GR MERAH, GULA PUTIH LOKAL, PATI ROSE BRAND LOS, ROYCO SAPI 10 GR 1 RTG, TIRTA SAMBAL SAOS;2023-08-20;MAKANAN, PLASTIK & MIKA, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN;123478, 076718, 700031, 859384, 894373, 046651, 040699
T201;BUBBLE MATA, DJI SAM SOE PREMIUM 12, GORIORIO 15 GR CHOCOLATE, MARSHMALLOW, SOSIS KIMBO  SO NICE  IGA BAKAR, YUPI SEA WORLD JUNGLE FUN;2023-08-20;MAKANAN, ROKOK, MAKANAN, MAKANAN, MAKANAN, MAKANAN;280229, 028999, 000225, 783768, SS, 902250
T202;BERAS ROSSY PINK 25KG, EKOMIE ISI 2, MIE SEDAP SOTO;2023-08-20;MAKANAN, MAKANAN, MAKANAN;033021, 200981, 200325
T203;ANEKA CAMILAN CAP IKAN NILA, SNACK MAHKOTA, ULTRA 250 ML SARI KACANG IJO;2023-08-21;MAKANAN, MAKANAN, MAKANAN;043513, 012114, 050053
T204;ENAAK SKM 37 GR PLAIN 1 PAK, GULA PUTIH LOKAL, MINYAK CURAH MEGA SURYA, TERIGU BIASA;2023-08-21;MAKANAN, MAKANAN, MAKANAN, MAKANAN;001625, 859384, 986998, 985324
T205;CLEVO UHT 125 ML STROBERI, H&S SHP ANTI KETOMBE 1LSN, KISPRAY REFF 280 ML VIOLET;2023-08-21;MAKANAN, SHAMPO, SABUN;717011, 297219, 198042
T206;GG SURYA 12  1 PRES, SOKLIN SOFT 320 GR RED 1 DOS, TAJIMAS KING 1 PRES, TEMBAKAU MARLBORO ISI 10 PACK;2023-08-22;ROKOK, SABUN, ROKOK, ROKOK;110129, 610445, KING, 033323
T207;CLEVO UHT 125 ML COKLAT, INDOMILK UHT 115 ML COKLAT, MY JELLY 70 GR ISI 5, POPULAIRE CHOCOLATE 90ML, SARI ROTI KRIM COKELAT;2023-08-24;MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN;717004, 000239, 016627, 282196, 420017
T208;CAMP HULA-HULA KACANG HIJAU 50 ML, ROTI SISIR BUNGA MAWAR PUTIH, SOKLIN SOFT 245 GR SAKURA, SOKLIN SOFT 265 G KOREAN CAMELIA, TEH RIO MELATI;2023-08-24;MAKANAN, MAKANAN, SABUN, SABUN, MAKANAN;720123, 044501, 612180, 618687, 50037
T209;KOYO CABE 1 BKS, MINYAK CURAH MEGA SURYA, SABU SANTAN BUBUK 13 GR 1 RTG;2023-08-25;OBAT, MAKANAN, MAKANAN;060372, 986998, 510020
T210;DJI SAM SOE PREMIUM 12, GULA PUTIH LOKAL, KOPI DJAGO WBB, MINYAK FANBO 5 ML;2023-08-25;ROKOK, MAKANAN, MAKANAN, KOSMETIK;028999, 859384, 163945, 170059
T211;HAPPY NAPPY DIAPER L20, INDOMILK 190 ML COKLAT, TARO NET ITALIA PIZZA 40 GR;2023-08-25;DIAPERS, MAKANAN, MAKANAN;801222, 005945, 9000172
T212;BAWANG PUTIH, DOWNY 23 ML PASSION 1 LNS, EKOMIE ISI 2 1 RTG, GG SURYA 12  1 PRES, KECAP SAWI REFF 100 ML 10 PCS, SASA ISI 8 SCT 1 PAK, TAJIMAS KING 1 PRES;2023-08-25;MAKANAN, SABUN, MAKANAN, ROKOK, MAKANAN, MAKANAN, ROKOK;896564, 542753, 200981, 110129, 211700, 943314, KING
T213;CAMP CONCERTO MIDI COOKIE CREAMY 80, ROSE BRAND 500 GR BERAS, YEOS GRASS JELLY DRINK 300ML;2023-08-26;MAKANAN, MAKANAN, MAKANAN;710360, 115008, 003385
T214;CHO-CHO JOY 20 GR, CUSSONS BP 100 G VANILLA, TELUR RAS 0.25 KG;2023-08-27;MAKANAN, PERLENGKAPAN BAYI, MAKANAN;954093, 018508, 783492
T215;GULA PUTIH LOKAL, PASEO SMART 12S, PEPSODENT 25 GR WHITE, SGM 6-12 1000 GR ANANDA, SHINZUI 80 GR SAKURA, SOKLIN SOFT 275 GR PINK, TAWAR KUPAS MAWAR, ZWITSAL BS 70 GR NATURAL;2023-08-27;MAKANAN, TISSU & KAPAS, PASTA GIGI, MAKANAN, SABUN, SABUN, MAKANAN, PERLENGKAPAN BAYI;859384, 505907, 706111, 920561, 521409, 609487, 040511, 247163
T216;ANDALAN FILTER 12, HEMAVITON JRENG, QTELA 60 GR BARBEQUE;2023-08-27;ROKOK, MAKANAN, MAKANAN;340239, 045812, 611618
T217;INDOMILK UHT 115 ML COKLAT, NYAM NYAM 18 GR BUBBLE PUF, ROMA SUPERSTARS 20 GR, YUPI FRUIT COCKTAILS 24 GR, YUPI ICE CREAM CONE;2023-08-29;MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN;000239, 414061, 355046, 905442, 904728
T218;AQUA 600 ML, CHITATO LITE RUMPUT LAUT 14 GR, TOS TOS KOREAN BBQ 25GR;2023-08-29;MAKANAN, MAKANAN, MAKANAN;101053, 732009, 606526
T219;HEMAVITON JRENG 1 KTK, INDOMILK SKM 40 G SCT PUTIH 1 RTG, JAHE JRENG 30 GR 1 RTG, KUKU BIMA ENER-G ANGGUR 1 KTK, TOP KOPI SUSU PLUS GULA 1 RTG;2023-08-30;MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN;045812, 001557, 046501, 830101, 200745
T220;AQUA 600 ML, DAIRY CHAMP 480 G, KUE BASAH, TELUR RAS A;2023-08-31;MAKANAN, MAKANAN, MAKANAN, MAKANAN;101053, 000577, WING, 783492
T221;AOKA ROTI KELAPA PANDAN, AQUA 1500 ML, INI BERASKU 5KG, SARI ROTI TAWAR JUMBO;2023-08-31;MAKANAN, MAKANAN, MAKANAN, MAKANAN;840264, 101091, 181818, 953270
T222;CITRA H&B PEARLY WHITE UV 120ML, HEMART BTL 500 ML, INDOMILK 190 ML MELON, MAMY POKO OPEN STANDART M10, MITU GP PURPLE 50S- B1G1, NYAM-NYAM 11 GR FUN PLAY, TELUR RAS A;2023-09-01;KOSMETIK, MAKANAN, MAKANAN, DIAPERS, PERLENGKAPAN BAYI, MAKANAN, MAKANAN;528942, 532733, 006003, 272387, 545088, 020425, 783492
T223;CLEVO UHT 125 ML COKLAT, INDOMILK UHT 190 ML BABANA BLAST, KOKO KRUNCH 15 GR;2023-09-03;MAKANAN, MAKANAN, MAKANAN;717004, 005975, 420373
T224;DAIA 300 GR BUNGA, DAIA SOFTENER 350 GR VIOLET, LIFEBUOY MILD CARE 4X100GR, ROMA SARI GANDUM 36 GR SANDWICH, VIGO SOSIS RASA SAPI 1 PACK;2023-09-03;SABUN, SABUN, SABUN, MAKANAN, MAKANAN;601429, 610261, 045913, 308059, 211822
T225;AQUA GELAS, COKLAT BONEKA, GG MERAH 12, MASAKO 11 GR SCT SAPI 1 RTG, TEH RIO MELATI;2023-09-03;MAKANAN, MAKANAN, ROKOK, MAKANAN, MAKANAN;101047, CK, 500128, 033147, 50037
T226;INAFOOD MARIE SUSU 95 GR, SARIMI ISI 2 GORENG RASA AYAM KREME, SGM 6-12 150 GR ANANDA, WARDAH MICELLAR  50 ML GENTLE WASH;2023-09-03;MAKANAN, MAKANAN, MAKANAN, SABUN;380677, 017748, 920585, 708067
T227;CHARM BF NIGHT WING 29 CM 5P, EKONOMI 380 GR FRSH CITRUS, EKONOMI 380K AN LEMON, KOREK BARA, REFINA 250 GR;2023-09-04;PEMBALUT WANITA, SABUN, SABUN, BAHAN BAKAR, MAKANAN;230059, 671736, 600101, 020230, 112508
T228;KECAP SEDAP 70+11 ML 10 PCS, MASAKO 11 GR SCT SAPI 1 RTG, MIE BURUNG DARA BIHUN DOROKU, MIE PANDA KECIL, MINYAK KITA 1LT REFF APICAL, PLASTIK 88 1 KG 1 GDL, RINSO AN + MOLTO 42 GR 1 RTG, ROYCO SAPI 9 GR 1 RTG, SEDAP GORENG 10 PCS, SEHAT 65 GR RED 10 PCS, SOKLIN SCT SOFTERGENT SOFT SAKURA 1, SOKLIN SOFT 320 GR RED 10 PCS, TIC TIC CRUNCHY STICK BAWANG 70 GR, ZEN 70 GR JAPANESE RED SHISO;2023-09-04;MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, PLASTIK & MIKA, SABUN, MAKANAN, MAKANAN, SABUN, SABUN, SABUN, MAKANAN, SABUN;608039, 033147, 891214, MIEP, 860722, 076711, 558062, 502409, 200301, 622673, 612197, 610445, 001192, 532849
T229;INDOMILK KENTAL MANIS COKLAT 37 GR, ROYALE SWEET FLORAL 13 ML 1 RTG, TONG TJI SUPER 40 GR;2023-09-04;MAKANAN, SABUN, MAKANAN;001359, 619035, 214014
T230;GULA PUTIH LOKAL, KRESEK PRESTON 1 KG, LPG 3 KG, MASAKO 11 GR SCT SAPI 1 RTG, MINYAK KITA 1 LT REFF;2023-09-04;MAKANAN, PLASTIK & MIKA, BAHAN BAKAR, MAKANAN, MAKANAN;859384, 891025, 546531, 033147, 560091
T231;"BAWANG PUTIH, BUBUK MURNI 0.25 KG, CUP BOLU 9,5MM FORA, CUP SAUCE 100 ML KLIR 25 PCS, FERMIPAN ASLI, GARAM KOTAK, GULA KELAPA BLITAR, KACANG HIJAU KUPAS, KACANG TANAH LOKAL, KEMIRI PECAH 0.25 KG, KERTAS MINYAK 100, KETUMBAR, KOREK DUCATI, KOTAK R8 PUTIH SUPER 1 PAK, KRESEK 28 TIFICO, LPG 3 KG, MERICA, ROYCO SAPI 10 GR 1 RTG, SAMIR KERTAS MINYAK PUTIH, SAMIR MIKA 1 PAK, SP SUPER SBLS, TERIGU SEGITIGA, WAKUL LOVE 1 ;LSN, WIJEN 1 KG";2023-09-04;MAKANAN, MAKANAN, PLASTIK & MIKA, PLASTIK & MIKA, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, PLASTIK & MIKA, MAKANAN, BAHAN BAKAR, PLASTIK & MIKA, PLASTIK & MIKA, BAHAN BAKAR, MAKANAN, MAKANAN, PLASTIK & MIKA, PLASTIK & MIKA, MAKANAN, MAKANAN, PLASTIK & MIKA, MAKANAN;896564, 456465, 005200, 191133, 740001, 233211, 696946, 042712, 047902, 024816, 666678, 469856, 020238, 333337, 310310, 546531, MERICA, 046651, 012134, 012140, SP, 845924, 012010, 623874
T232;CUSS BP 200 + 60 GR BLUE & NOURISH, PERMEN BOBO, TELUR RAS A;2023-09-05;PERLENGKAPAN BAYI, MAKANAN, MAKANAN;012247, PB, 783492
T233;AQUA 1500 ML 10 BTL, BUBUK SATU SATU 250 GR 10 BKS, KOPI LUWAK WHITE KOFFIE 20 GR  1 RT, MILKU COKLAT PREMIUM 200ML 10 BTL, NUTRISARI SCT 11 GR SWEET MANGGO 1, SG FORMULA SOFT TRENDY BLING 1 PACK, SOKLIN SOFT SAKUIRA 280 G 10 PCS, TIGA RODA 8 JAM 1 ROL;2023-09-05;MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, PASTA GIGI, SABUN, OBAT NYAMUK KECOA SEMUT;101091, 001800, 101289, 202725, 010162, 021685, 612180, 051701
T234;GG SURYA 16, GILLETTE GOAL II HC, KRATINGDAENG 150 ML, SOFFEL LOT 80 GR KULIT JERUK;2023-09-06;ROKOK, PERLENGKAPAN KAMAR MANDI, MAKANAN, OBAT NYAMUK KECOA SEMUT;110167, 301008, 883665, 2315128
T235;CLEVO UHT 125 ML STROBERI, GG SURYA 12, INDOMILK UHT 125 ML VANILA, SUNLIGHT 210 ML REFF JERUK NIPIS;2023-09-06;MAKANAN, ROKOK, MAKANAN, SABUN;717011, 110129, 000215, 059781
T236;FRESH CARE 10 ML HOT, HOLLY SABUN HIJAU 100 G, SOKLIN SCT SOFTERGENT SOFT SAKURA 1, WINGS BIRU 500 K, ZINC SCT ACTIVE COOL 12 ML 1 LSN;2023-09-06;OBAT, SABUN, SABUN, SABUN, SHAMPO;870151, 216115, 612197, 670722, 107525
T237;EKONOMI POWER LIQUID 105 +27 ML, KIKY KERTAS KADO, POSH BS HIJAB CHIC GREEN BLOSSOM 15, SNOWMAN V-5 HITAM, SPIDOL SNOWMAN BOARD MARKER;2023-09-07;SABUN, ALAT TULIS KANTOR, KOSMETIK, ALAT TULIS KANTOR, ALAT TULIS KANTOR;611701, 501004, 108102, 011133, 727514
T238;GULA PUTIH LOKAL, KUE BASAH;2023-09-08;MAKANAN, MAKANAN, MAKANAN;859384, WING, WING 4
T239;DAIA DETERGEN CLEAN & FRES SCT 53 G, GULA PUTIH LOKAL, NUVO FAMILY 80 GR CARE PROTECT;2023-09-08;SABUN, MAKANAN, SABUN;618281, 859384, 610742
T240;BAYGON  BAKAR DB JUMBO 10 PCS, KEMIRI PECAH 1 KG, NOMOS PREMIUM  10 PCS, SASA ISI 8 SCT 1 PAK, TIGA RODA 8 JAM 1 ROL;2023-09-09;OBAT NYAMUK KECOA SEMUT, MAKANAN, OBAT NYAMUK KECOA SEMUT, MAKANAN, OBAT NYAMUK KECOA SEMUT;001920, 024816, 300256, 943314, 051701
T241;CHOCOLATOS CHOCOLAT DRINK 28 G, INDOMILK SKM 37 GR SCT COKLAT, SODA KUE R&W, VANILIE CEPUK;2023-09-10;MAKANAN, MAKANAN, MAKANAN, MAKANAN;913000, 001359, 102106, 046526
T242;AGAR KIJANG MAS MERAH 5 GR, BALA BALA KANTONG 0.5 KG, BUBBLE MATA, GULA PUTIH LOKAL, MIE BURUNG DARA PIPIH 140 GR, MUTIARA CAP KUCING, TELUR RAS A, TIRTA SAMBAL SAOS;2023-09-10;MAKANAN, PLASTIK & MIKA, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN;123461, 076718, 280229, 859384, 890484, 041710, 783492, 040699
T243;ANDALAN FILTER 12 1 PRES, GRENDEL BIRU 12 5 PACK, PANTENE SHP 5 ML RAMBUT HALUS 1 PAK, REX LOT 10 GR ICE COOL 1 LSN, SAJIKU TEPUNG BUMBU 40 GR 10 SCT, SAMPORNA AGA 10+2 1 PRESS, SOKLIN SOFT SAKUIRA 280 G 10 PCS, SUKSES ISI 2 AYAM  KREMES 10 PCS;2023-09-11;ROKOK, ROKOK, SHAMPO, KOSMETIK, MAKANAN, ROKOK, SABUN, MAKANAN;340239, 129891, 563895, 015031, 061034, 000988, 612180, 200882
T244;"ANDALAN FIL;TER 12 1 PRES, GRENDEL UTAMA 1 PRES, MIXAGRIP FLU 10 LBR, TAJIMAS GOLD GRENJENG 1 PRES";2023-09-11;ROKOK, ROKOK, OBAT, ROKOK;340239, 122199, 999991, 076009
T245;BUBUK SATU SATU 250 G, IMPLORA PENSIL ALIS BROWN, INDOMILK KENTAL MANIS COKLAT 37 GR, INTERMI GORENG 10 PCS, KAPAL API 6.5 G 1 RTG, KOPI LUWAK WHITE KOFFIE 20 GR  1 RT, TAJIMAS KING 1 PRES;2023-09-11;MAKANAN, KOSMETIK, MAKANAN, MAKANAN, MAKANAN, MAKANAN, ROKOK;001800, 002003, 001359, 021219, 105584, 101289, KING
T246;BAWANG PUTIH 1 ONS, BUBUK MURNI, DESAKU KETUMBAR BUBUK 20 GR, DESAKU KUNYIT BUBUK 10 GR, GARAM KOTAK, GULA PUTIH LOKAL, KACANG TANAH LOKAL, KEMIRI PECAH KA, SASA 50 G, SUNLIGHT 105 ML REFF JERUK NIPIS, TELUR RAS A;2023-09-11;MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, SABUN, MAKANAN;896564, 456465, 931107, 931565, 233211, 859384, 047902, 024816, 943017, 050009, 783492
T247;DJ 76 MANGGA 12, DJ LA 16 MENTHOL LIGHTS 1 PRES, GG SURYA 12  1 PRES, GRENDEL BIRU 12 1 PRES, GRENDEL UTAMA ISI 5 PACK, PUNDIMAS HIJAU 12 1 PRES, TAJIMAS KING 1 PRES, TAJIMAS KINGDOM 12 5 PACK;2023-09-12;ROKOK, ROKOK, ROKOK, ROKOK, ROKOK, ROKOK, ROKOK, ROKOK;101811, 6101071, 110129, 129891, 122199, PUNDI, KING, DOM
T248;ATTACK JAZ 1 750 GR ROSE BERRY, CLOSE UP GREEN 75 GR, LIFEBUOY TS LEMON FRESH 60 GR BAND, SUNSILK SHA SCT 10 ML HIJAP REFRESH, WINGS BIRU 12 POT 385GR;2023-09-12;SABUN, PASTA GIGI, SABUN, SHAMPO, SABUN;008938, 574376, 053307, 048280, 670692
T249;GULA PUTIH LOKAL, MINYAK KITA 1 LT REFF, NEO RHEUMACYL, NEURALGIN 1 LBR;2023-09-13;MAKANAN, MAKANAN, OBAT, OBAT;859384, 560091, 000101, 060368
T250;PLASTIK KLIP 5X8, TEH SARI WANGI ASLI 4 PCS, TEH SARI WANGI ASLI 4PCS 6PCS;2023-09-13;PLASTIK & MIKA, MAKANAN, MAKANAN;012013, 540333
T251;BALA BALA KANTONG 0.5 KG, BIHUN JAGUNG PADAMU 380 GR MERAH, DJI SAM SOE PREMIUM 12, KRESEK LOREK JATAYU, MINYAK KITA REFF 1 LTR, ROYCO SAPI 9 GR 1 RTG, TELUR RAS A, TIRTA SAMBAL SAOS;2023-09-14;PLASTIK & MIKA, MAKANAN, ROKOK, PLASTIK & MIKA, MAKANAN, MAKANAN, MAKANAN, MAKANAN;076718, 700031, 028999, 256662, 786106, 502409, 783492, 040699
T252;BIHUN PADAMU ISI 2, EKONOMI POWER LIQUID 210ML+80ML, TERIGU BIASA;2023-09-15;MAKANAN, SABUN, MAKANAN;700062, 611725, 985324
T253;AQUA 1500 ML, DJI SAM SOE 12, ON BOLD 20, TAJIMAS KING, TEH PUCUK HARUM 350 ML;2023-09-16;MAKANAN, ROKOK, ROKOK, ROKOK, MAKANAN;101091, 028234, 442389, KING, 600146
T254;KECAP SAWI PLB 60 GR, MIE SEDAP GORENG, SUPER BUBUR 45 GR ABON SAPI, SUPER BUBUR 45 GR AYAM;2023-09-16;MAKANAN, MAKANAN, MAKANAN, MAKANAN;101032, 200301, 524015, 524008
T255;BELFOODS SOSIS BAKAR 450 GR RASA SA, CHO-CHO CHOCOLATE MILK BAR 20 GR, KUE BASAH, YAKULT;2023-09-16;MAKANAN, MAKANAN, MAKANAN, MAKANAN;900502, 955298, WING, YY
T256;ANEKA SNACK SYISEL JAYA MAKMUR, BUBUK MURNI 0.25 KG, GULA PUTIH LOKAL, KRESEK LOREK JATAYU, KRUPUK SARI UDANG DACIL, MIE SEDAP GORENG, MIE SEDAP SOTO, MOLTO 780 ML BLUE, PADDLE POP TRICO 60 ML, POPULAIRE STRAWBERRY 90 ML, SARI ROTI SANDWICH COKELAT, SARI ROTI SANDWICH PANDAN SARIKAYA, SARIAYU TABUR 20 GR KP, SOKLIN SOFT 770 GR PURPLE;2023-09-17;MAKANAN, MAKANAN, MAKANAN, PLASTIK & MIKA, MAKANAN, MAKANAN, MAKANAN, SABUN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, KOSMETIK, SABUN;445511, 456465, 859384, 256662, 033114, 200301, 200325, 9571580, 588090, 282202, 952327, 952594, 100167, 803694
