Transaction ID;Products;Date;Categories;Codes
T513;CUP BOLU 9.5 CM OLIVINE, GULA PUTIH LOKAL, MENTEGA AMANDA, MINYAK KITA REFF 1 LTR WINGS, PLASTIK OPP 10X10, SAMBAL PRIMA MERAH, WIJEN 0.25 KG;2024-01-10;PLASTIK & MIKA, MAKANAN, MAKANAN, MAKANAN, PLASTIK & MIKA, MAKANAN, MAKANAN;005300, 859384, 332614, 203654, 076737, 047109, 623874
T514;KUE BASAH, ORAL B CLASSIC, PIZZA HOME MADE, RINSO AN+molto 40 GR, SUNSILK SHA HIJAB REFRESH 160 ML;2024-01-11;MAKANAN, MAKANAN, PERLENGKAPAN BAYI, MAKANAN, SABUN, SHAMPO;100000, WING, 016557, 269541, 558086, 9048501
T515;AQUA 1500 ML, ROTI TITA COKLAT, SNACK MAHKOTA, TESSA FACIAL TISSUE 50 SHEETS 2 PLY;2024-01-11;MAKANAN, MAKANAN, MAKANAN, TISSU & KAPAS;101091, 207704, 012114, 262311
T516;BUBUK MURNI 0.25 KG, GG INTERNATIONAL 12, GULA PUTIH LOKAL, SAPU LIDI MERAH;2024-01-11;MAKANAN, ROKOK, MAKANAN, PERKAKAS;456465, 100120, 859384, 111115
T517;AQUA 600 ML, KOTAK R10 KRAFT, KRESEK 28 TIFICO, PLASTIK 88 1 KG UNGU, SAMIR MIKA GX 20;2024-01-11;MAKANAN, PLASTIK & MIKA, PLASTIK & MIKA, PLASTIK & MIKA, PLASTIK & MIKA;101053, 302302, 310310, 076711, 202020
T518;CAMP NEAPOLITAN 350 ML STRAWBERY, MINI CONCERTO 30 ML 1 PCS, PADDLE POP TRICO 60 ML, PERMEN BOBO, WALLS POPULAIRE CHOCOLATE 90ML, WALLS POPULAIRE STRAWBERRY 90 ML;2024-01-12;MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN;760518, MC, 588090, PB, 282196, 282202
T519;"ANDALAN FIL;TER 12 1 PRES, BERAS PANDA 3KG, DJ SCORE TEH MANIS 12 1 PRES, GERY CHOCOLATOS 1 DOS, GG SURYA 12 5 PAK, GRENDEL BIRU 12 1 PRES, GRENDEL UTAMA ISI 5 PACK, KIMBO REDDI 552 GR, KRESEK LOREK JATAYU, MINYAK KITA 1LT REFFIL, TAJIMAS GOLD GRENJENG 5 PAK, TAJIMAS KING 1 PRES, TERIGU BIASA";2024-01-13;ROKOK, MAKANAN, ROKOK, MAKANAN, ROKOK, ROKOK, ROKOK, MAKANAN, PLASTIK & MIKA, MAKANAN, ROKOK, ROKOK, MAKANAN;340239, 373070, 101536, 311608, 110129, 129891, 122199, 111221, 256662, 000728, 076009, KING, 985324
T520;D JELLY 10 GR CINCAU, D JELLY 10 GR COKELAT, GULA KELAPA BLITAR;2024-01-14;MAKANAN, MAKANAN, MAKANAN;492125, 493122, 696946
T521;GULA PUTIH LOKAL, MINYAK KITA 2LT REF APICAL, PATI MATAHARI, ROSE BRAND 500 GR BERAS;2024-01-14;MAKANAN, MAKANAN, MAKANAN, MAKANAN;859384, 000735, 046758, 115008
T522;AGAR KIJANG MAS 5 GR PUTIH, DAIA 350 GR SOFTENER PINK, EMERON SCT SOFT SMOOTH 12 ML 1 LSN, HARMONY 70 GR CITRUS LEMON, MAMA LEMON 230 ML REF JERUK NIPIS, MIE SEDAP GORENG, MIE SEDAP SOTO, MINYAK KITA 1LT REFFIL, PEPSODENT 75 GR WHITE, SNACK MAHKOTA, TERIGU BIASA;2024-01-14;MAKANAN, SABUN, SHAMPO, SABUN, SABUN, MAKANAN, MAKANAN, MAKANAN, PASTA GIGI, MAKANAN, MAKANAN;123454, 608718, 107556, 241858, 6107068, 200301, 200325, 000728, 706081, 012114, 985324
T523;ALKALINE MP LR-06 AA 2B, DRINHO 250 ML LAICI, NEURALGIN;2024-01-14;ELECTRONIK, MAKANAN, OBAT;971298, 000402, 060368
T524;BERAS BAMBU 25KG, HATARI SHP 260 GR KELAPA, KRIPIK SINGKONG, MILO UHT 180 ML, NABATI WAFER 110 GR RICHOCO;2024-01-14;MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN;033021, 911058, 041802, 523067, 557733
T525;GOOD TIME 72 GR CLASSIC CHOCOCHIP C, KUE BASAH, ULTRA MILK 125 ML COKLAT;2024-01-15;MAKANAN, MAKANAN, MAKANAN;201111, WING 4, 010590
T526;COCA-COLA 390 ML BOTOL, DJ SCORE TEH MANIS 1 PRES, GG SURYA 12  1 PRES, GIV HIJAB TIN & ZAITUN 1 LSN, GRENDEL BIRU 12 1 PRES, SEDAP GORENG 10 PCS, SEDAP SOTO 10 PCS, SPRITE 390 ML BOTOL, TAJIMAS KING 1 PRES;2024-01-16;MAKANAN, ROKOK, ROKOK, SABUN, ROKOK, MAKANAN, MAKANAN, MAKANAN, ROKOK;002015, 101536, 110129, 612890, 129891, 200301, 200325, 002022, KING
T527;CENIL KLEPON, GERY SALUUT 110 GR SWEETCHEESE, LAPIS MAWAR PUTIH;2024-01-16;MAKANAN, MAKANAN, MAKANAN;043310, 315095, 046768
T528;CHITATO LITE RUMPUT LAUT 14 GR, JUST FOR FUN CRAZY FARM 6 GR, KOKO KRUNCH 15 GR, METRO SNOW BLUEBERRY CREAM 60 G, MIE SEDAP GORENG, NYAM-NYAM 25 GR CHOCOLATE, PERMEN BOBO, POCKY 12 GR CHOCOLATE, SNACK MAHKOTA, TEH PUCUK HARUM 350 ML;2024-01-16;MAKANAN, MAKANAN, MAKANAN, KOSMETIK, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN;732009, 907248, 420373, 024814, 200301, 401030, PB, 4000116, 012114, 600146
T529;CIMORY UHT 250 ML CHOCOLATE TIRAMIS, CIMORY UHT YD 125 ML CASHEW, INDOMIE GORENG 85 GR, INDOMIE GORENG 85 GR AYAM GEPREK, MAMA KOKO SANTAN CAIR 65 ML, MIE SEDAP KARI SPESIAL, MINYAK KITA 1LT REFF APICAL, NUVO FAMILY 80 GR ENERGIZING, PASEO SMART 50 S TRAVEL PACK;2024-01-16;MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, SABUN, TISSU & KAPAS;667246, 666843, 010947, 043433, 049290, 200578, 860722, 602570, 025304
T530;CLOSE UP GREEN 75 GR, H&S MEN SHP 165 ML COOL BLAST, LIFEBUOY TS TOTAL 10 4X100GR;2024-01-16;PASTA GIGI, SHAMPO, SABUN;574376, 506960, 045920
T531;ANDALAN FILTER 12, MENTOS ZAK BUAH 135 GR, PERMEN ESPRESSO 2.7 G, SARI ROTI SANDWICH COKELAT, TAJIMAS GOLD GRENJENG, TAJIMAS KING;2024-01-16;ROKOK, MAKANAN, MAKANAN, MAKANAN, ROKOK, ROKOK;340239, 004563, 306813, 952327, 076009, KING
T532;BAKING POWDER R&W, MESIS COKLAT KRIS, SP SUPER SBLS, TERIGU SEGITIGA;2024-01-17;MAKANAN, MAKANAN, MAKANAN, MAKANAN;6102383, 891043, SP, 845924
T533;FRENCH FRIES 24 GR, INDOMILK UHT 115 ML COKLAT, SUKI AYAM KECAP 110 GR, WAFELLO 37.5 GR COCONUT CREME;2024-01-17;MAKANAN, MAKANAN, MAKANAN, MAKANAN;281481, 000239, 002243, 358382
T534;INDOMILK UHT 115 ML COKLAT, SARI ROTI SOBEK COKELAT KEJU, SUNLIGHT 460 ML;2024-01-18;MAKANAN, MAKANAN, SABUN;000239, 720018, 572303
T535;CAMP FROZEN 55 ML, INDOMILK UHT 190 ML BABANA BLAST, KOJIE SAN HYDRO MOIST 65 GR, SPIDOL SNOWMAN B PERMANENT;2024-01-19;MAKANAN, MAKANAN, SABUN, ALAT TULIS KANTOR;972416, 005975, 412868, 726517
T536;BUBBLE MATA, EKONOMI POWER LIQUID 105 +27 ML, GULA PUTIH LOKAL, INDOMILK UHT 115 ML COKLAT, MIE SEDAP SOTO, MINYAK KITA 1LT SINARMAS, SOFTEX DAUN SIRIH WING 23CM 10P, SOKLIN SOFT 280 GR BLUE;2024-01-19;MAKANAN, SABUN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, PEMBALUT WANITA, SABUN;280229, 611701, 859384, 000239, 200325, 122320, 117583, 609494
T537;CIPTADENT 75 GR MAXI HERBAL, GULA PUTIH LOKAL, INDOMILK UHT 115 ML STRAWBERY, KECAP DORANG II 625 ML ISI, PRIMA BAR SOAP PROTECT TOTAL 75 GR, TELUR RAS A;2024-01-19;PASTA GIGI, MAKANAN, MAKANAN, MAKANAN, SABUN, MAKANAN;106184, 859384, 000253, 498339, 002486, 783492
T538;INDOMIE GORENG 85 GR AYAM GEPREK, MIE SEDAP KARI SPESIAL, TELUR RAS 0.25 KG;2024-01-21;MAKANAN, MAKANAN, MAKANAN;043433, 200578, 783492
T539;INDOMILK UHT 115 ML COKLAT, LEM ALTECO, MARSHMALLOW  BLUEBERRY, MIXAGRIP FLU & BATUK;2024-01-22;MAKANAN, ALAT TULIS KANTOR, MAKANAN, OBAT;000239, 758398, 784680, 189026
T540;DOWNY FRESH BOUQUET 1 RTG, KAPAL API 6.5 G 1 RTG, MIE SEDAP KOREAN SPICY CHICKEN, WECARE POPOK SINGLE M1;2024-01-22;SABUN, MAKANAN, MAKANAN, DIAPERS;052780, 105584, 202343, 011015
T541;BOOM CINTA 260 GR ROSE CERIA, EKONOMI POWER LIQUID 650 ML, IMPLORA PENSIL ALIS BROWN, PEPSODENT 75 GR WHITE, SABUN K NAT WHITE 85 GR S MAGNOLIA;2024-01-22;SABUN, SABUN, KOSMETIK, PASTA GIGI, SABUN;626835, 611718, 002003, 706081, 620307
T542;DETTOL 100 GR COOL, FRISIAN FLAG 370 GR COKLAT, PEPSODENT 65 GR ACTION 123 SIWAK;2024-01-22;SABUN, MAKANAN, PASTA GIGI;025007, 102204, 552473
T543;BAWANG PUTIH, BOOM CINTA 260 GR ROSE CERIA, BUBUK KOPI SATU SATU 6.5 G 1 RTG, GULA PUTIH LOKAL, INTERMI GORENG, KEMIRI PECAH KA;2024-01-22;MAKANAN, SABUN, MAKANAN, MAKANAN, MAKANAN, MAKANAN;896564, 626835, 030103, 859384, 021219, 024816
T544;HARMONY 70 GR CITRUS LEMON, PEPSODENT 75 GR WHITE, TOP KOPI SUSU PLUS GULA 1 RTG;2024-01-24;SABUN, PASTA GIGI, MAKANAN;241858, 706081, 200745
T545;DJ SCORE TEH MANIS 12 1 PRES, GG SURYA 12  1 PRES, PETIS RAJAWALI, TAJIMAS GOLD GRENJENG 1 PRES, TAJIMAS KING 1 PRES;2024-01-24;ROKOK, ROKOK, MAKANAN, ROKOK, ROKOK;101536, 110129, 119977, 076009, KING
T546;GULA PUTIH LOKAL, PEWARNA R&W COKLAT TUA, TERIGU CAKRA;2024-01-25;MAKANAN, MAKANAN, MAKANAN;859384, 101522, 872884
T547;KANZLER SINGLES 65 GR KEJU, KANZLER SINGLES 65 GR ORIGINAL, TEH BOTOL KOTAK ORIGINAL 330 ML, WALLS OREO COOKIES CUP;2024-01-26;MAKANAN, MAKANAN, MAKANAN, MAKANAN;346318, 348312, 856869, 564162
T548;CHO CHO  WAFER SNACK 35 G CHOCOSTRA, CIPTADENT 75 GR FRESH MINT, FRISIAN FLAG PUREFARM LOW FAT 946ML, HAPPY NAPPY DIAPERS L40, INDOMILK 370 GR SKM COKLAT, KODOMO PAKET PASTA+SIKAT, KRESEK LOREK JATAYU, MKP LANG 60 ML, ROTI SISIR BUNGA MAWAR PUTIH, SARI ROTI TAWAR PANDAN MANIS, TAWAR KUPAS MAWAR;2024-01-26;MAKANAN, PASTA GIGI, MAKANAN, DIAPERS, MAKANAN, PASTA GIGI, PLASTIK & MIKA, OBAT, MAKANAN, MAKANAN, MAKANAN;924461, 6109956, 005475, 801192, 000063, 102605, 256662, 110074, 044501, 952068, 040511
T549;DJI SAM SOE 12, SPRITE 390 ML BOTOL, TAJIMAS KING;2024-01-26;ROKOK, MAKANAN, ROKOK;028234, 002022, KING
T550;BATERAI ABC KECIL R6, DAHLIA NAPTH WARNA 25 GR, GARAM PASAR RAME 250 GR, GULA PUTIH LOKAL, KEMIRI BULAT KA;2024-01-27;ELECTRONIK, PERLENGKAPAN KAMAR MANDI, MAKANAN, MAKANAN, MAKANAN;031701, 880203, 568473, 859384, 586542
T551;BENG BENG 25 GR EXT CARAMEL, MILKU 200 ML COKLAT PREMIUM, TAJIMAS KING;2024-01-28;MAKANAN, MAKANAN, ROKOK;354124, 202725, KING
T552;CASABLANCA SC 100 ML WHITE SERIES, GILLETTE GOAL 5S, INI BERASKU 5KG, MINYAK KITA 1 LTR BOTOL;2024-01-28;KOSMETIK, PERLENGKAPAN KAMAR MANDI, MAKANAN, MAKANAN;603936, 101004, 181818, 450415
T553;HANSAPLAST PLESTER ROLL 1.25CM X 5M, MAHKOTA KACANG BESAR, VAPE JUMBO PREMIUM;2024-01-29;OBAT, MAKANAN, OBAT NYAMUK KECOA SEMUT;012267, 891023, 130585
T554;KUE BASAH, TAJIMAS KING 5 PACK;2024-01-30;MAKANAN, MAKANAN, ROKOK;WING, WING 4, KING
T555;CHOCOLATOS DARK 16 G, NABATI CHEESE WAFER KEJU 6 GR, SWEETY SILVER PANTZ M18;2024-02-01;MAKANAN, MAKANAN, PERLENGKAPAN BAYI;311479, 531863, 508831
T556;FF PUREFARM 225ML COKELAT, POCARI SWEAT 500 ML, SARI ROTI SOBEK COKLAT SARIKAYA;2024-02-01;MAKANAN, MAKANAN, MAKANAN;722693, 563414, 730017
T557;GG SURYA 12, JASJUS 8 GR JERUK 1 RTG, KRESEK SINAR KECIL HITAM;2024-02-01;ROKOK, MAKANAN, PLASTIK & MIKA;110129, 200097, 656921
T558;GARAM KOTAK, MINYAK CURAH MEGA SURYA, SAPU RAYUNG JAHIT;2024-02-02;MAKANAN, MAKANAN, PERKAKAS;233211, 986998, 111114
T559;INDOMIE GORENG 85 GR, KUE BASAH, MAMA LIME 105 ML, NUVO BW 85 ML NILD PROTECT, PEPSODENT 75 GR WHITE, SOKLIN SOFT 215 GR  PURPLE, TEH KOTAK 200 ML MELATI, ZEN 70 GR SANDALWOOD;2024-02-02;MAKANAN, MAKANAN, MAKANAN, MAKANAN, SABUN, SABUN, PASTA GIGI, SABUN, MAKANAN, SABUN;010947, WING, WING 4, 100000, 105132, 625999, 706081, 610070, 040023, 531866
T560;BABY HAPPY L1, FRENCH FRIES 24 GR, GG SURYA 12, KUE BASAH, TANGO 47GR LONG VANILA;2024-02-03;DIAPERS, MAKANAN, ROKOK, MAKANAN, MAKANAN;500517, 281481, 110129, WING 4, 387262
T561;GULA PUTIH LOKAL, MASAKO 11 GR SCT SAPI 1 RTG, MINYAK CURAH MEGA SURYA, TELUR RAS 0.25 KG, TERIGU BIASA, TERIGU SEGITIGA;2024-02-03;MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN;859384, 033147, 986998, 783492, 985324, 845924
T562;BAWANG PUTIH, BIHUN JAGUNG PADAMU 380 GR MERAH, GARAM KOTAK, GULA KELAPA BLITAR 0.25 KG, KECAP SAWI REF 100 ML, MERICA, ROYCO SAPI 10 GR 1 RTG, TELUR RAS A;2024-02-03;MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN;896564, 700031, 233211, 696946, 211700, MERICA, 046651, 783492
T563;INDOMIE AYAM BAWANG, INDOMIE GORENG 85 GR RENDANG, INTERMI GORENG, LARUTAN K3 KLG 320 ML JERUK, ZEE 40 GR VANILA;2024-02-03;MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN;010015, 910704, 021219, 500308, 064026
T564;INDOMIE GORENG 85 GR, INDOMIE GORENG 85 GR ACEH, INDOMIE GORENG 85 GR AYAM GEPREK, INDOMIE SOTO MIE, MIE SEDAP KOREAN SPICY CHICKEN, MIE SEDAP SOTO;2024-02-04;MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN;010947, 043204, 043433, 010343, 202343, 200325
T565;DANCOW INSTANT 26 GR, FERMIPAN ASLI, MENTEGA AMANDA, MESIS COKLAT BELLA 0.25KG, TERIGU SEGITIGA;2024-02-04;MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN;525054, 740001, 332614, 211141, 845924
T566;GULA PUTIH LOKAL, INTERMI GORENG, MIE SEDAP AYAM JERIT, POP MIE 75 GR GORENG PEDES GLEDEK;2024-02-04;MAKANAN, MAKANAN, MAKANAN, MAKANAN;859384, 021219, 626842, 060102
T567;BAWANG PUTIH, ENERGEN 30 GR VANILA, INDOMIE GORENG 85 GR CABE IJO, MIE SEDAP AYAM BAWANG, ZINC HIJAB ACTIVE 10 ML1 PACK;2024-02-04;MAKANAN, MAKANAN, MAKANAN, MAKANAN, SHAMPO;896564, 440124, 010718, 200318, 109130
T568;DJ SOBER 12, GERY CHOCOLATOS 6 GR WAFER ROLL, GOLDA COFFEE 200 ML DOLCE LATTE 200;2024-02-05;ROKOK, MAKANAN, MAKANAN;6101520, 311608, 201841
T569;CHIKI PUFFS 60 G CHEDDAR CHEESE, GRENDEL UTAMA 12, ROTI SISIR BUNGA MAWAR PUTIH;2024-02-05;MAKANAN, ROKOK, MAKANAN;733006, 122199, 044501
T570;CHOCOLATOS DARK 1 DOS, CHOKI CHOKI 10 GR CASHEW 1KTK, GG SURYA 12  1 PRES, GRENDEL BIRU 12 1 PRES, GRENDEL UTAMA ISI 5 PACK, KRESEK LOREK JATAYU, MIE KREMEZ 10GR, ROMA SARI GANDUM SANDWICH 39 GR 1 P, ROMA SUPERSTARS 20 GR, TAJIMAS KING 5 PACK;2024-02-06;MAKANAN, MAKANAN, ROKOK, ROKOK, ROKOK, PLASTIK & MIKA, MAKANAN, MAKANAN, MAKANAN, ROKOK;311479, 1375372, 110129, 129891, 122199, 256662, 937073, 308059, 355046, KING
T571;DJ 76 MANGGA 12 1 SLOP, KANZLER SINGLES 60 GR GOCHUJANG, NIVEA DEO 25 ML EXTRA WHITENING, SAMPOERNA AGA 10+2;2024-02-06;ROKOK, MAKANAN, KOSMETIK, ROKOK;101811, 668243, 7004224, 000988
T572;COKLAT BONEKA, DJI SAM SOE 12, KRIS BEE 68 GR FRENCH FRIES;2024-02-06;MAKANAN, ROKOK, MAKANAN;CK, 028234, 201337
T573;ANDALAN FILTER 12 1 PRES, ANTANGIN CAIR 1 KTK, BIHUN JAGUNG PADAMU 380 GR MERAH 1, COMBICITRINE 10 ML, GG SURYA 12  1 PRES, INDOMIE GORENG ACEH 10 PCS, INDOMIE SOTO LAMONGAN KHAS JATIM, KING 12, LASERIN DEWASA 30 ML 1  KTK, MIE PANDA 1 GDL, MIE SEDAP AYAM JERIT, SAMPORNA AGA 10+2 1 PRESS, SEDAP GORENG 1 DOS, SEDAP SOTO 1 DOS, SEHAT 65 GR MILD BLUE 1 LSN;2024-02-06;ROKOK, OBAT, MAKANAN, OBAT, ROKOK, MAKANAN, MAKANAN, ROKOK, OBAT, MAKANAN, MAKANAN, ROKOK, MAKANAN, MAKANAN, SABUN;340239, 782354, 700031, 279161, 110129, 043204, 043419, 730798, 060311, MIEP, 626842, 000988, 200301, 200325, 622680
T574;ANTANGIN CAIR 1 KTK, AUTAN SOFT & SCENTED SCT 1 PAK, DESAKU KETUMBAR BUBUK 20 GR 1 PAK, DOWNY SUNRISE FRESH 14ML 1 LSN, EKOMIE ISI 2 1 DOS, EKONOMI ANTI NODA LEMON 500 K 10 PC, HONAGA T-50 1 RTG, INDOMILK SKM 40 G SCT 1 RTG, KECAP SEDAP POUCH 70+11ml 1 DOS, LADAKU MERICA BUBUK 2.5 GR 1 RTG, LIFEBUOY SCT A DANDRUF 1 PAK, TEH SARI WANGI ASLI 4PCS 1 LSN, ULTRAFLU 10 LBR;2024-02-07;OBAT, OBAT NYAMUK KECOA SEMUT, MAKANAN, SABUN, MAKANAN, SABUN, PERLENGKAPAN KAMAR MANDI, MAKANAN, MAKANAN, MAKANAN, SHAMPO, MAKANAN, OBAT;782354, 004105, 931107, 745703, 200981, 600095, 789789, 001557, 608039, 930612, 027056, 540333, 050225
T575;BUBUK MURNI 0.25 KG, GG SURYA 12, GULA PUTIH LOKAL;2024-02-07;MAKANAN, ROKOK, MAKANAN;456465, 110129, 859384
T576;AGAR SATELIT SO WELL 6 GR HIJAU, BERAS BRAMO BAMBU, GARAM HALUS KAPAL 250 GR, KEMIRI BULAT KA, TEPUNG CRISPY CAP JEMPOL KRIUK;2024-02-07;MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN;042121, 079645, 1120507, 586542, 030030
T577;FRESCO 25 GR CAPPUCCINO, KETUMBAR 0.5 KG, LPG 3 KG;2024-02-08;MAKANAN, MAKANAN, BAHAN BAKAR;109377, 469856, 546531
T578;EKONOMI 500K ANTI NODA VIOLET, FAIR & LOVELY FF  MULTI VITAMIN SCT, GULA PUTIH LOKAL, MARI OPPA 20 GR MANGO YOGURT 1 RTG, RINSO AN + MOLTO 42 G 1 LSN, TAJIMAS KING 5 PACK;2024-02-08;SABUN, SABUN, MAKANAN, MAKANAN, SABUN, ROKOK;611121, 055752, 859384, 350060, 558062, KING
T579;"ANDALAN FIL;TER 12 1 PRES, GG DJAYA HIJAU 12 1 PRES, GULA PUTIH LOKAL, MENTOS FRUIT 29 GR, TAJIMAS GOLD GRENJENG 1 PRES, TAJIMAS KING 5 PACK, TERIGU BIASA, TERIGU CAKRA";2024-02-09;ROKOK, ROKOK, MAKANAN, MAKANAN, ROKOK, ROKOK, MAKANAN, MAKANAN;340239, 502122, 859384, 022550, 076009, KING, 985324, 872884
T580;BALA BALA KANTONG 1 KG, BAWANG PUTIH, BIHUN JAGUNG PADAMU 380 GR MERAH, GULA PUTIH LOKAL, HUNKWEE, KECAP IKAN MUJAER MAS 500 ML, KETAN PUTIH SIYEM, KRESEK LOREK JATAYU, MINYAK KITA 2LT REF APICAL, PATI MATAHARI, REX LOT 10 GR FREE SPIRIT, ROSE BRAND 500 GR KETAN, SASA 180 GR, SEDAAP KALDU 9 GR SAPI, TEPUNG BERAS CAP LOMBOK, TERIGU SEGITIGA;2024-02-10;PLASTIK & MIKA, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, PLASTIK & MIKA, MAKANAN, MAKANAN, KOSMETIK, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN;682365, 896564, 700031, 859384, 046523, 131313, 139764, 256662, 000735, 046758, 015024, 135006, 943376, 203739, 046757, 845924
T581;AOKA ROTI PANGGANG 65 GR NANAS, BEAR BRAND 189 ML, KOPI DJAGO WBB 0.25 KG;2024-02-11;MAKANAN, MAKANAN, MAKANAN;840189, 404441, 163945
T582;BEAR BRAND 189 ML, BELFOODS UENAAK NAGET AYAM 500 GR, GARAM HALUS KAPAL 250 GR, GULA PUTIH LOKAL, INDOFOOD KECAP MANIS REF 520ML, INDOMIE GORENG 85 GR, INDOMIE GORENG 85 GR KRIUK PEDAS, INTERMI GORENG, VAPE MAT ANTI NYAMUK 21 STRIP LAVEN;2024-02-11;MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, OBAT NYAMUK KECOA SEMUT;404441, 801809, 1120507, 859384, 420678, 010947, 059779, 021219, 050173
T583;FERMIPAN ASLI, GULA PUTIH LOKAL, TEPUNG BERAS CAP LOMBOK, TERIGU BIASA;2024-02-12;MAKANAN, MAKANAN, MAKANAN, MAKANAN;740001, 859384, 046757, 985324
T584;BERAS PANDA 10 KG, BUBUK SATU SATU 250 G, PROCYON LED 11 WATT;2024-02-12;MAKANAN, MAKANAN, ELECTRONIK;434343, 001800, 686110
T585;GAJAH BARU INTERNATIONAL 12, GG SURYA 12  1 PRES, GULA PUTIH LOKAL, KUE BASAH, MILO UHT 110 ML, QTELA 23 GR BARBEQUE, SAMPORNA AGA 10+2 1 PRESS, TAJIMAS KING 1 PRES, TEH RIO MELATI, TOP 16 GR CHOCOLATE;2024-02-13;ROKOK, ROKOK, MAKANAN, MAKANAN, MAKANAN, MAKANAN, ROKOK, ROKOK, MAKANAN, MAKANAN;320683, 110129, 859384, 100000, 523081, 611601, 000988, KING, 50037, 242013
T586;ASAM JAWA, BAWANG PUTIH, BODREXIN, KIMBO REDDI 552 GR, MIE SEDAP GORENG, MIXAGRIP FLU, NEO RHEUMACYL, ROYALE SOKLIN SUNNY DAY 13 ML 1 RTG, TOP KOPI SUSU PLUS GULA 1 RTG;2024-02-14;MAKANAN, MAKANAN, OBAT, MAKANAN, MAKANAN, OBAT, OBAT, SABUN, MAKANAN;012245, 896564, 000705, 111221, 200301, 999991, 000101, 619004, 200745
T587;DAIA 350 GR SOFTENER PINK, INDOMIE GORENG 85 GR, NABATI WF 39 GR KOREAN GOGUMA;2024-02-15;SABUN, MAKANAN, MAKANAN;608718, 010947, 558334
T588;SOKLIN SOFT 245 GR SAKURA, SUNLIGHT 210 ML REFF JERUK NIPIS, WINGS BIRU 500 K;2024-02-16;SABUN, SABUN, SABUN;612180, 059781, 670722
T589;DJ LA 16 LIGHT, MULTI MPH 200 SHEET, OREO MINI 67 GR STRAWBERRY, POP MIE MINI 40 GR AYAM BAWANG;2024-02-16;ROKOK, TISSU & KAPAS, MAKANAN, MAKANAN;101057, 025202, 462534, 061024
T590;BAWANG PUTIH, CIPTADENT 190 GR MAXI COMPLETE, EMERON 80 ML LIDAH BUAYA;2024-02-17;MAKANAN, PASTA GIGI, SHAMPO;896564, 105071, 100595
T591;KING BOY  KIKO, PASEO SMART 12S, PERMEN HAWAI JAMIN, PLOSSA MINT REFF 4 ML CITRUS;2024-02-18;MAKANAN, TISSU & KAPAS, MAKANAN, OBAT;3000, 505907, 185751, 630448
T592;BELFOODS CHICKEN NUGGET 170 GR, BUBUK SATU SATU 250 G, CIPTADENT PGB 75 GR COOL MINT, DAIA 700 GR BUNGA, GIV 80 GR BENGKOANG, GIV 80 GR PEARL SCRUB, GIV 80 GR WHITE HIJAB S & N, GULA PUTIH LOKAL, INDOMILK FULL CREAM COKLAT 950ML, INDOMILK UHT 115 ML STRAWBERY, INDOMILK UHT 180 ML KOREAN PINK, KING BOY  KIKO, KRESEK LOREK JATAYU, MITU GP PINK 50 S-B1G1, NYAM-NYAM 25 GR CHOCOLATE, PASEO ULTRA SOFT 100S, SOSIS KIMBO  SO NICE  IGA BAKAR, TARO NET 17 GR POTATO BARBECUE;2024-02-18;MAKANAN, MAKANAN, PASTA GIGI, SABUN, SABUN, SABUN, SABUN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, PLASTIK & MIKA, PERLENGKAPAN BAYI, MAKANAN, TISSU & KAPAS, MAKANAN, MAKANAN;899523, 001800, 109949, 609036, 608305, 608602, 621519, 859384, 000086, 000253, 7007030, 3000, 256662, 540830, 401030, 121391, SS, 680947
T593;"ANDALAN FIL;TER 12 1 PRES, DJI SAM SOE 12 1 PRESS, DJI SAM SOE PREMIUM 12  1 PRES, GG SURYA 12  1 PRES, GRENDEL UTAMA 1 PRES, TAJIMAS KING 1 PRES, TERIGU BIASA";2024-02-18;ROKOK, ROKOK, ROKOK, ROKOK, ROKOK, ROKOK, MAKANAN;340239, 028234, 028999, 110129, 122199, KING, 985324
T594;GG SURYA 12, GULA PUTIH LOKAL, HITAM MANIS MELON 99 GR, MINYAK CURAH MEGA SURYA;2024-02-19;ROKOK, MAKANAN, MAKANAN, MAKANAN;110129, 859384, 380462, 986998
T595;KOOL FEVER BABY, PARACETAMOL SYRUP 60 ML STRAWBERRY, PIM TRA KOL 60 ML LEMON;2024-02-19;OBAT, OBAT, OBAT;022306, 216785, 361563
